

STATION ID,NUM BIKES AVAILABLE,NUM BIKES DISABLED,NUM DOCKS AVAILABLE,NUM DOCKS DISABLED,IS INSTALLED,IS RENTING,IS RETURNING,LAST REPORTED,EIGHTD HAS AVAILABLE KEYS
"3278",12,1,"",1,1,1,1,"1473897960",""
"3279",12,1,5,"",1,1,1,"1473904579",""
"3280","","","","","","","","0",""
"3281",2,"",12,"",1,1,1,"1473896116",""
"3282",6,"",32,"",1,1,1,"1473905193",true
"3283",14,"",33,"",1,1,1,"1473905630",""
"3284","","",41,"",1,1,1,"1473905043",""
"3285",4,2,37,"",1,1,1,"1473905074",""
"3286",19,3,17,"",1,1,1,"1473905809",""
"3287",19,1,27,"",1,1,1,"1473905809",""
"3288",19,1,19,"",1,1,1,"1473904858",""
"3289",14,1,20,"",1,1,1,"1473905436",""
"3290",10,1,24,"",1,1,1,"1473905282",""
"3291",10,"",29,"",1,1,1,"1473905473",""
"3292",10,2,31,"",1,1,1,"1473905717",true
"3293",5,"",19,"",1,1,1,"1473905196",""
"3294",6,"",29,"",1,1,1,"1473904886",""
"3295",16,"",43,"",1,1,1,"1473905327",true
"3296","","","","","","","","0",""
"3297","",1,20,"",1,1,1,"1473905037",""
"3298",4,3,16,"",1,1,1,"1473905742",""
"3299","","","","","","","","0",""
"3300",7,"",18,"",1,1,1,"1473905620",""
"3301",13,"",26,"",1,1,1,"1473905487",""
"3302",1,"",22,"",1,1,1,"1473888607",""
"3303",13,1,11,"",1,1,1,"1473901678",""
"3304",6,"",21,"",1,1,1,"1473904369",""
"3305",14,"",25,"",1,1,1,"1473905918",""
"3306",5,"",18,"",1,1,1,"1473904625",""
"3307",21,"",10,"",1,1,1,"1473905236",""
"3308",19,"",8,"",1,1,1,"1473904352",""
"3309",5,1,24,"",1,1,1,"1473904312",""
"3310",4,"",19,1,1,1,1,"1473905628",""
"3311",13,"",8,"",1,1,1,"1473905908",""
"3312",34,3,2,"",1,1,1,"1473904605",""
"3313",7,1,21,"",1,1,1,"1473905052",""
"3314",1,3,27,"",1,1,1,"1473905101",""
"3315",22,1,"","",1,1,1,"1473902400",""
"3316",4,"",43,"",1,1,1,"1473904333",""
"3317",18,"",6,"",1,1,1,"1473905761",""
"3318","","","","","","","","0",""
"3319",8,1,9,"",1,1,1,"1473904208",""
"3320",16,1,14,"",1,1,1,"1473904503",""
"3321",11,1,13,"",1,1,1,"1473903832",""
"3322",16,"",9,"",1,1,1,"1473904440",""
"3323",28,3,28,"",1,1,1,"1473905014",""
"3324",17,"",8,"",1,1,1,"1473895638",""
"3325",18,1,12,"",1,1,1,"1473905539",""
"3326",19,"",2,"",1,1,1,"1473897349",""
"3327",2,"",25,"",1,1,1,"1473895896",""
"3328",7,20,12,"",1,1,1,"1473903071",""
"3329",5,1,21,"",1,1,1,"1473905356",""
"3330",15,"",4,"",1,1,1,"1473900308",""
"3331",6,"",29,"",1,1,1,"1473904605",""
"3332","","","","","","","","0",""
"3333",15,1,4,1,1,1,1,"1473896554",""
"3335",28,"","","",1,1,1,"1473898048",""
"3336",2,"",39,"",1,1,1,"1473905252",""
"3337","","","","","","","","0",""
"3338","","",31,"",1,1,1,"1473905252",""
"3339",1,"",21,1,1,1,1,"1473905415",""
"3340",20,1,"","",1,1,1,"1473904846",""
"3341",12,"",47,"",1,1,1,"1473905270",""
"3342",20,"",3,"",1,1,1,"1473905183",""
"3343",4,"",19,"",1,1,1,"1473904885",""
"3344",15,"",4,"",1,1,1,"1473905840",""
"3345",11,1,23,"",1,1,1,"1473905478",""
"3346","","","","","","","","0",""
"3347",20,"",1,"",1,1,1,"1473902466",""
"3348",13,"",2,"",1,1,1,"1473899786",""
"3349","",1,29,"",1,1,1,"1473904140",""
"3350",17,2,20,"",1,1,1,"1473904698",""
"3351",22,1,2,"",1,1,1,"1473904111",""
"3352","","","","","","","","0",""
"3353",22,"",2,"",1,1,1,"1473898498",""
"3354",13,"",18,"",1,1,1,"1473905414",""
"3355","",1,24,"",1,1,1,"1473903272",""
"3356",5,1,15,"",1,1,1,"1473902509",""
"3357",15,"",20,"",1,1,1,"1473902904",""
"3358","","","","","","","","0",""
"3359",1,1,33,"",1,1,1,"1473903665",""
"3360","","","","","","","","0",""
"3361",7,1,15,"",1,1,1,"1473905749",""
"3362","","","","","","","","0",""
"3363",4,"",29,"",1,1,1,"1473905919",""
"3364",17,"",10,"",1,1,1,"1473905591",""
"3365",9,"",18,"",1,1,1,"1473904836",""
"3366",9,"",10,"",1,1,1,"1473904893",""
"3367",3,"",32,"",1,1,1,"1473897674",""
"3368",24,"",6,"",1,1,1,"1473905908",""
"3369","","","","","","","","0",""
"3370",4,"",21,"",1,1,1,"1473905228",""
"3371","","","","","","","","0",""
"3372","","","","","","","","0",""
"3373",23,"",4,"",1,1,1,"1473902865",""
"3374",18,2,16,"",1,1,1,"1473905538",""
"3375","","","","","","","","0",""
"3376","","","","","","","","0",""
"3377",22,"",3,"",1,1,1,"1473904674",""
"3378",1,"",27,"",1,1,1,"1473903531",""
"3379",1,"",34,"",1,1,1,"1473902958",""
"3381",9,2,10,"",1,1,1,"1473903756",""
"3382",11,"",20,"",1,1,1,"1473904527",""
"3383",3,"",22,"",1,1,1,"1473905670",""
"3384",6,"",19,"",1,1,1,"1473903097",""
"3386",4,"",23,"",1,1,1,"1473903084",""
"3387",10,"",15,"",1,1,1,"1473904502",""
"3388",21,2,2,"",1,1,1,"1473904047",""
"3389",9,"",19,"",1,1,1,"1473904776",""
"3390",15,2,7,"",1,1,1,"1473903330",""
"3391",24,"",1,"",1,1,1,"1473903651",""
"3392",16,1,2,"",1,1,1,"1473900129",""
"3393",19,"","","",1,1,1,"1473895465",""
"3394",15,"",6,"",1,1,1,"1473904791",""
"3395",12,"",7,"",1,1,1,"1473903494",""
"3396",9,1,15,"",1,1,1,"1473904163",""
"3397",17,"",8,"",1,1,1,"1473905218",""
"3398",8,"",15,"",1,1,1,"1473904518",""
"3399","","","","","","","","0",""
"3400",23,1,"","",1,1,1,"1473894937",""
"3401",11,"",8,"",1,1,1,"1473903424",""
"3402","",2,21,"",1,1,1,"1473900877",""
"3403",24,"",7,"",1,1,1,"1473904379",""
"3404",14,1,12,"",1,1,1,"1473905820",""
"3405",15,"",8,"",1,1,1,"1473905686",""
"3407","","","","","","","","0",""
"3408",19,1,7,"",1,1,1,"1473905340",""
"3409","","","","","","","","0",""
"3410",2,"",29,"",1,1,1,"1473904834",""
"3411",7,"",20,"",1,1,1,"1473904625",""
"3412",7,1,19,"",1,1,1,"1473904224",""
"3413",17,"",5,"",1,1,1,"1473901310",""
"3414","","","","","","","","0",""
"3415",19,"",6,"",1,1,1,"1473902924",""
"3416",2,2,13,"",1,1,1,"1473905722",""
"3417",10,"",17,"",1,1,1,"1473905252",""
"3418",1,1,31,"",1,1,1,"1473905640",""
"3419",16,1,10,"",1,1,1,"1473905907",""
"3420",12,1,8,"",1,1,1,"1473905408",""
"3421",19,"",4,"",1,1,1,"1473904962",""
"3422",20,1,"","",1,1,1,"1473903185",""
"3423",14,"",15,"",1,1,1,"1473904078",""
"3424",3,"",24,"",1,1,1,"1473902109",""
"3425",13,"",20,"",1,1,1,"1473904022",""
"3427","",1,39,"",1,1,1,"1473905616",""
"3428","","",25,"",1,1,1,"1473905521",""
"3429",5,1,33,"",1,1,1,"1473905394",""
"3430",9,"",8,1,1,1,1,"1473904379",""
"3431",3,"",23,"",1,1,1,"1473905306",""

STATION ID,NUM BIKES AVAILABLE,NUM BIKES DISABLED,NUM DOCKS AVAILABLE,NUM DOCKS DISABLED,IS INSTALLED,IS RENTING,IS RETURNING,LAST REPORTED,EIGHTD HAS AVAILABLE KEYS
"72",31,1,7,"",1,1,1,"1473906219",""
"79",4,"",29,"",1,1,1,"1473906373",""
"82",9,1,17,"",1,1,1,"1473904726",""
"83",22,1,39,"",1,1,1,"1473906358",""
"116",6,"",33,"",1,1,1,"1473906200",""
"119",12,"",7,"",1,1,1,"1473905191",""
"120",8,1,10,"",1,1,1,"1473905240",""
"127",27,1,3,"",1,1,1,"1473906392",""
"128",10,1,19,"",1,1,1,"1473906367",""
"137","","",46,"",1,1,1,"1473902673",""
"143","","",24,"",1,1,1,"1473903646",""
"144",17,"",2,"",1,1,1,"1473905788",""
"146",21,1,17,"",1,1,1,"1473906232",""
"147",1,1,31,"",1,1,1,"1473906356",""
"150",30,1,"","",1,1,1,"1473904498",""
"151",11,2,20,"",1,1,1,"1473906424",""
"152",12,1,16,"",1,1,1,"1473905222",""
"153","",1,54,"",1,1,1,"1473903089",""
"157",12,"",11,"",1,1,1,"1473905593",""
"161",27,1,7,"",1,1,1,"1473906506",""
"164",1,"",46,"",1,1,1,"1473906189",""
"167",3,1,41,"",1,1,1,"1473906338",""
"168",1,"",46,"",1,1,1,"1473906511",""
"173","",2,49,"",1,1,1,"1473898981",""
"174",27,1,2,"",1,1,1,"1473906079",""
"195",2,1,42,"",1,1,1,"1473905208",""
"212",2,3,23,"",1,1,1,"1473905542",""
"216",13,"",10,"",1,1,1,"1473905547",""
"217",19,"",20,"",1,1,1,"1473905725",true
"223","","","","",1,"","","0",""
"224",1,"",30,"",1,1,1,"1473905949",""
"225",1,"",36,"",1,1,1,"1473906428",true
"228","",1,54,"",1,1,1,"1473905751",""
"229",8,2,13,"",1,1,1,"1473906167",""
"232",3,1,19,"",1,1,1,"1473904923",""
"236",38,"",1,"",1,1,1,"1473906343",""
"237",37,2,"","",1,1,1,"1473906350",""
"238",29,1,1,"",1,1,1,"1473906105",""
"239",10,"",21,"",1,1,1,"1473905551",""
"241",9,1,13,"",1,1,1,"1473906499",""
"242",6,1,16,"",1,1,1,"1473904216",""
"243",9,"",22,"",1,1,1,"1473906493",""
"244",25,"",6,"",1,1,1,"1473902912",""
"245",9,"",14,"",1,1,1,"1473902122",""
"247",20,"","","",1,1,1,"1473906532",""
"248",2,"",21,"",1,1,1,"1473905213",""
"249",4,"",23,"",1,1,1,"1473906178",""
"251",10,2,15,"",1,1,1,"1473906478",""
"252",29,"",4,"",1,1,1,"1473906457",""
"253",1,3,51,"",1,1,1,"1473906182",""
"254",8,"",23,"",1,1,1,"1473905960",""
"257","","",39,"",1,1,1,"1473906168",""
"258",8,"",15,"",1,1,1,"1473905665",""
"259","",1,38,"",1,1,1,"1473901168",""
"260","","",35,"",1,"","","1473824391",""
"261",10,1,16,"",1,1,1,"1473906529",""
"262",8,"",16,"",1,1,1,"1473905337",""
"263",1,3,41,"",1,1,1,"1473906303",""
"264",10,"",17,"",1,1,1,"1473905807",""
"265",32,"",3,"",1,1,1,"1473906382",""
"266",22,"",2,"",1,1,1,"1473904650",""
"267","","",56,1,1,1,1,"1473904745",""
"268","",1,26,"",1,1,1,"1473906347",""
"270",21,"",2,"",1,1,1,"1473905904",""
"274",12,"",19,"",1,1,1,"1473903173",""
"275",15,"",4,"",1,1,1,"1473906530",""
"276",11,"",14,"",1,1,1,"1473906387",""
"278",15,3,1,"",1,1,1,"1473906085",""
"279",12,1,23,"",1,1,1,"1473906331",""
"280","",1,30,"",1,1,1,"1473905919",""
"281","",1,58,"",1,1,1,"1473906493",true
"282",25,"",2,"",1,1,1,"1473906217",""
"284",17,4,22,"",1,1,1,"1473906527",""
"285",1,1,45,"",1,1,1,"1473906433",true
"289",15,"",4,"",1,1,1,"1473903586",""
"291",15,"",5,"",1,1,1,"1473906474",""
"295",21,"",3,"",1,1,1,"1473905466",""
"296",14,"",21,"",1,1,1,"1473906464",""
"297",16,2,9,"",1,1,1,"1473906133",""
"298",9,"",26,"",1,1,1,"1473905904",""
"301",35,1,1,"",1,1,1,"1473906313",""
"302",18,"",5,"",1,1,1,"1473906506",""
"303","",1,30,"",1,1,1,"1473904203",""
"304",15,1,20,"",1,1,1,"1473906502",true
"305",1,2,30,"",1,1,1,"1473905619",""
"306",6,"",31,"",1,1,1,"1473905593",""
"307",25,2,2,"",1,1,1,"1473906173",""
"308",11,2,14,"",1,1,1,"1473906408",""
"309","",2,39,"",1,1,1,"1473903944",""
"310","",2,34,"",1,1,1,"1473902367",""
"311",19,"",12,"",1,1,1,"1473906151",""
"312",28,1,2,"",1,1,1,"1473906523",""
"313",21,"",2,"",1,1,1,"1473906449",""
"315",1,1,27,"",1,1,1,"1473903092",""
"316",14,"",29,"",1,1,1,"1473905945",""
"317",26,1,"","",1,1,1,"1473904540",""
"319","","",33,"",1,1,1,"1473906069",""
"320",28,1,10,"",1,1,1,"1473906453",""
"321",1,1,25,"",1,1,1,"1473906480",""
"322",4,1,26,"",1,1,1,"1473905151",""
"323","",3,36,"",1,1,1,"1473906522",""
"324",10,3,38,"",1,1,1,"1473906222",""
"325",31,1,3,"",1,1,1,"1473906457",""
"326",23,3,1,"",1,1,1,"1473906220",""
"327",6,2,31,"",1,1,1,"1473906523",true
"328","","","","",1,"","","0",""
"329",5,2,24,"",1,1,1,"1473906302",""
"330","",2,37,"",1,1,1,"1473906336",""
"331",14,1,12,"",1,1,1,"1473905916",""
"332",19,"",5,"",1,1,1,"1473906533",""
"334",1,2,28,"",1,1,1,"1473906310",""
"335","","",27,"",1,1,1,"1473905619",""
"336",19,"",17,"",1,1,1,"1473905931",""
"337","","",37,"",1,1,1,"1473903593",""
"339",18,"",6,"",1,1,1,"1473905681",""
"340",21,4,2,"",1,1,1,"1473906269",""
"341",16,1,2,"",1,1,1,"1473905275",""
"342",25,2,2,"",1,1,1,"1473905541",""
"343",12,"",11,"",1,1,1,"1473906053",""
"344",5,"",18,"",1,1,1,"1473905880",""
"345",11,1,23,"",1,1,1,"1473906448",""
"346",25,1,1,"",1,1,1,"1473906176",""
"347",7,1,27,"",1,1,1,"1473906288",""
"348",6,3,33,"",1,1,1,"1473906529",""
"349",22,"",1,"",1,1,1,"1473906478",""
"350",21,"",7,"",1,1,1,"1473905651",""
"351",1,1,37,"",1,1,1,"1473905574",""
"352","","","",3,1,"","","1472815994",""
"353",6,"",21,"",1,1,1,"1473905681",""
"354",22,"",1,"",1,1,1,"1473904751",""
"355",8,1,34,"",1,1,1,"1473906309",""
"356",5,"",18,"",1,1,1,"1473906324",""
"357","",1,26,"",1,1,1,"1473905322",""
"358",34,"",2,"",1,1,1,"1473906455",""
"359","",1,54,"",1,1,1,"1473903977",""
"360",6,"",33,"",1,1,1,"1473903942",""
"361",32,1,10,"",1,1,1,"1473905940",""
"362","","",57,"",1,1,1,"1473897885",""
"363",41,"",8,"",1,1,1,"1473906187",""
"364",16,"",11,"",1,1,1,"1473906012",""
"365",15,1,15,"",1,1,1,"1473903994",""
"366",33,"","","",1,1,1,"1473905709",""
"367","",2,32,"",1,1,1,"1473905830",""
"368",26,1,12,"",1,1,1,"1473906508",true
"369",29,"",6,"",1,1,1,"1473906381",""
"372",15,1,11,"",1,1,1,"1473904703",""
"373",12,"",7,"",1,1,1,"1473901635",""
"376",2,2,38,1,1,1,1,"1473906169",""
"377",38,3,6,"",1,1,1,"1473906085",""
"379",19,1,21,1,1,1,1,"1473906306",""
"380",38,"",1,"",1,1,1,"1473906506",""
"382",1,5,30,"",1,1,1,"1473905848",""
"383",20,1,18,"",1,1,1,"1473906401",""
"384",18,"",13,"",1,1,1,"1473906364",""
"385",9,"",19,1,1,1,1,"1473906481",""
"386",1,2,40,"",1,1,1,"1473904885",""
"387","",3,36,"",1,1,1,"1473905682",true
"388",10,"",25,"",1,1,1,"1473906455",""
"389",9,"",18,"",1,1,1,"1473905921",""
"390",2,1,28,"",1,1,1,"1473904287",""
"391",5,1,25,"",1,1,1,"1473905085",""
"392","","","","",1,"","","0",""
"393",19,1,11,"",1,1,1,"1473906246",""
"394",17,"",15,"",1,1,1,"1473906483",""
"395",3,"",27,"",1,1,1,"1473904532",""
"396",10,1,14,"",1,1,1,"1473906534",""
"397",16,"",11,"",1,1,1,"1473905449",""
"398",5,1,25,"",1,1,1,"1473906403",""
"399",11,"",16,"",1,1,1,"1473906220",""
"400",14,1,"","",1,1,1,"1473902871",""
"401",28,"",14,"",1,1,1,"1473906456",""
"402",1,1,39,"",1,1,1,"1473905925",""
"405",12,1,27,"",1,1,1,"1473906334",""
"406",11,1,22,"",1,1,1,"1473906407",""
"407",1,"",36,"",1,1,1,"1473905686",""
"408",22,1,"","",1,1,1,"1473906288",""
"409",10,"",9,"",1,1,1,"1473906468",""
"410",32,2,1,"",1,1,1,"1473906293",""
"411",17,"",5,1,1,1,1,"1473906180",""
"412",4,1,24,"",1,1,1,"1473906068",""
"414",6,"",18,"",1,1,1,"1473906490",""
"415",5,1,35,1,1,1,1,"1473906511",""
"416",7,"",24,"",1,1,1,"1473905019",""
"417",5,1,17,"",1,1,1,"1473906408",""
"418",14,1,8,"",1,1,1,"1473906337",""
"419",16,"",7,"",1,1,1,"1473903038",""
"420",14,"",9,"",1,1,1,"1473906329",""
"421",14,"",5,"",1,1,1,"1473906021",""
"422",5,"",50,"",1,1,1,"1473906167",""
"423",9,"",30,"",1,1,1,"1473906513",""
"426",2,"",29,"",1,1,1,"1473906343",true
"427",12,"",35,"",1,1,1,"1473905889",""
"428","","",31,"",1,"","","1473159738",""
"430",1,1,25,"",1,1,1,"1473906288",""
"432","","","","",1,"","","0",""
"433",38,1,"","",1,1,1,"1473905741",""
"434",9,1,17,"",1,1,1,"1473906193",""
"435",1,1,45,"",1,1,1,"1473906504",true
"436",7,"",20,"",1,1,1,"1473905258",""
"437",10,"",14,"",1,1,1,"1473906159",""
"438",22,1,4,"",1,1,1,"1473906480",""
"439","",1,14,"",1,"","","1468246416",""
"440",2,1,29,"",1,1,1,"1473906447",""
"441",20,"",15,"",1,1,1,"1473906482",""
"442",3,"",48,"",1,1,1,"1473905406",""
"443",11,"",12,"",1,1,1,"1473903268",""
"444",5,4,43,"",1,1,1,"1473906370",true
"445",20,1,20,1,1,1,1,"1473906485",""
"446",2,"",37,"",1,1,1,"1473905791",""
"447","",2,29,"",1,1,1,"1473906215",""
"448","","","","",1,"","","0",""
"449",10,"",21,"",1,1,1,"1473906434",""
"450",8,"",51,"",1,1,1,"1473906073",""
"453",38,1,"","",1,1,1,"1473906258",""
"454",26,1,8,"",1,1,1,"1473906392",""
"455",1,1,37,"",1,1,1,"1473906491",""
"456","",1,34,"",1,1,1,"1473901013",""
"457",1,1,37,"",1,1,1,"1473906181",true
"458","",4,27,"",1,1,1,"1473902790",""
"459",3,"",46,"",1,1,1,"1473906531",true
"460",15,2,6,"",1,1,1,"1473906128",""
"461",28,1,10,"",1,1,1,"1473906497",""
"462",44,3,"","",1,1,1,"1473905912",""
"465",1,"",38,"",1,1,1,"1473906329",""
"466",2,"",33,"",1,1,1,"1473905137",""
"467","",1,33,"",1,1,1,"1473904471",""
"468",2,"",57,"",1,1,1,"1473906516",""
"469",1,"",56,"",1,1,1,"1473906122",""
"470",34,2,1,"",1,1,1,"1473906427",""
"471",13,"",18,"",1,1,1,"1473906245",""
"472","","",41,"",1,1,1,"1473906332",""
"473",33,"",5,"",1,1,1,"1473905356",""
"474","","",39,"",1,1,1,"1473905220",""
"475",8,"",29,"",1,1,1,"1473906360",""
"476",16,1,30,"",1,1,1,"1473906100",""
"477",42,3,14,"",1,1,1,"1473906211",""
"478",28,1,2,"",1,1,1,"1473906529",""
"479",29,1,1,"",1,1,1,"1473906360",""
"480",25,2,"","",1,1,1,"1473902227",""
"481",9,"",16,"",1,1,1,"1473905425",""
"482",12,3,24,"",1,1,1,"1473906525",""
"483",21,1,13,"",1,1,1,"1473906125",""
"484","",1,43,"",1,1,1,"1473905733",""
"485","","",39,"",1,1,1,"1473905381",""
"486","",2,37,"",1,1,1,"1473903044",""
"487","","","","",1,"","","0",""
"488",40,1,"","",1,1,1,"1473906339",""
"490",25,4,30,"",1,1,1,"1473906493",""
"491","","",53,"",1,1,1,"1473906503",""
"492",41,1,7,"",1,1,1,"1473906400",""
"493","",1,33,"",1,1,1,"1473904781",""
"494",8,4,23,"",1,1,1,"1473905983",""
"495",24,"",1,"",1,1,1,"1473906213",""
"496","",4,43,"",1,1,1,"1473906016",""
"497",1,3,55,"",1,1,1,"1473906409",true
"498","","",30,"",1,1,1,"1473906526",""
"499","",2,34,"",1,1,1,"1473903956",true
"500","","",52,"",1,1,1,"1473904914",""
"501",34,3,6,"",1,1,1,"1473905367",""
"502",29,1,"","",1,1,1,"1473905468",""
"503","",2,27,"",1,1,1,"1473905187",""
"504","","","",1,1,"","","1472728457",""
"505","",1,35,"",1,1,1,"1473905343",true
"507",35,2,10,"",1,1,1,"1473906276",""
"508",20,3,1,"",1,1,1,"1473906001",""
"509",34,2,"","",1,1,1,"1473906291",""
"510","","","",27,1,"","","1471270351",""
"511",15,1,17,"",1,1,1,"1473906466",""
"513",7,1,17,2,1,1,1,"1473906523",""
"514",38,3,12,"",1,1,1,"1473906530",""
"515",34,1,"","",1,1,1,"1473906303",""
"516",10,4,17,"",1,1,1,"1473904271",""
"517",12,3,44,"",1,1,1,"1473906385",""
"518",1,"",38,"",1,1,1,"1473906461",""
"519",1,4,56,"",1,1,1,"1473906161",true
"520","",1,38,"",1,1,1,"1473903549",""
"522","",3,48,"",1,1,1,"1473896488",""
"523",37,5,9,"",1,1,1,"1473906100",""
"524","",1,56,"",1,1,1,"1473904439",""
"525",15,2,22,"",1,1,1,"1473905242",""
"526","","",39,"",1,1,1,"1473906449",""
"527",7,"",52,"",1,1,1,"1473906461",""
"528",13,"",26,"",1,1,1,"1473905900",""
"529",41,"","","",1,1,1,"1473905102",""
"530",24,1,11,"",1,1,1,"1473905333",""
"531",31,1,7,"",1,1,1,"1473906488",""
"532",29,1,13,"",1,1,1,"1473906522",true
"533",1,1,48,"",1,1,1,"1473905822",""
"534",1,"",30,"",1,1,1,"1473906298",""
"536",1,"",28,"",1,1,1,"1473906348",""
"537",1,4,34,"",1,1,1,"1473906247",""
"539",10,"",21,"",1,1,1,"1473906387",""
"540","",1,29,"",1,1,1,"1473904794",""
"545","","","","",1,"","","0",""
"546",2,"",36,"",1,1,1,"1473906466",""
"2000",16,"",14,"",1,1,1,"1473906467",""
"2001",6,"",9,"",1,1,1,"1473903486",""
"2002",11,"",16,"",1,1,1,"1473905171",""
"2003","","","","",1,"","","0",""
"2004",1,1,34,"",1,1,1,"1473906503",""
"2005",3,1,8,"",1,1,1,"1473887082",""
"2006",1,2,46,"",1,1,1,"1473906405",true
"2008",17,2,5,"",1,1,1,"1473905678",true
"2009",25,"",10,"",1,1,1,"1473906407",""
"2010",1,2,36,"",1,1,1,"1473906164",""
"2012",7,2,27,"",1,1,1,"1473905610",""
"2017",1,4,34,"",1,1,1,"1473906123",""
"2021","",8,9,26,1,1,1,"1473906406",""
"2022",9,"",24,"",1,1,1,"1473906159",""
"2023",1,"",35,"",1,1,1,"1473904760",""
"3002",2,"",23,"",1,1,1,"1473906077",true
"3016",30,"",17,"",1,1,1,"1473905931",true
"3041",2,1,21,"",1,1,1,"1473897608",""
"3042",6,"",13,"",1,1,1,"1473904268",""
"3043",11,1,7,"",1,1,1,"1473903918",""
"3044",7,"",20,"",1,1,1,"1473904325",""
"3046",13,"",6,"",1,1,1,"1473905409",""
"3047",11,"",10,"",1,1,1,"1473903182",""
"3048",14,"",5,"",1,1,1,"1473905680",""
"3049",5,"",13,"",1,1,1,"1473904783",""
"3050",14,"",7,"",1,1,1,"1473906495",""
"3052",20,1,2,"",1,1,1,"1473905479",""
"3053",5,"",18,"",1,1,1,"1473906479",""
"3054",4,"",15,"",1,1,1,"1473903855",""
"3055",12,"",11,"",1,1,1,"1473906263",""
"3056",5,"",18,"",1,1,1,"1473903696",""
"3057",17,"",1,"",1,1,1,"1473904754",""
"3058",8,"",16,"",1,1,1,"1473905967",""
"3059",8,"",11,"",1,1,1,"1473903855",""
"3060",9,"",10,"",1,1,1,"1473901710",""
"3061",7,"",14,"",1,1,1,"1473906132",""
"3062",1,"",22,"",1,1,1,"1473905507",""
"3063",7,"",13,"",1,1,1,"1473905564",""
"3064",2,2,19,"",1,1,1,"1473906264",""
"3065",4,"",23,"",1,1,1,"1473903712",""
"3066",1,"",18,"",1,1,1,"1473903072",""
"3067",19,"",8,"",1,1,1,"1473905600",""
"3068",3,"",21,"",1,1,1,"1473906040",""
"3069",2,"",23,"",1,1,1,"1473906389",""
"3070",7,"",16,"",1,1,1,"1473906504",""
"3071",17,2,"","",1,1,1,"1473904454",""
"3072",14,"",10,"",1,1,1,"1473906069",""
"3073",5,1,21,"",1,1,1,"1473905864",""
"3074",8,2,21,"",1,1,1,"1473906286",""
"3075","","",33,"",1,1,1,"1473903148",""
"3076",6,"",18,"",1,1,1,"1473905421",""
"3077",5,1,27,"",1,1,1,"1473905796",""
"3078","",2,25,"",1,1,1,"1473901515",""
"3079",18,"",6,"",1,1,1,"1473906238",""
"3080",6,"",15,"",1,1,1,"1473906296",""
"3081",3,"",20,"",1,1,1,"1473904691",""
"3082",7,"",18,"",1,1,1,"1473905764",""
"3083",6,1,23,"",1,1,1,"1473902722",""
"3084",11,"",8,"",1,1,1,"1473906318",""
"3085",11,"",14,"",1,1,1,"1473905659",""
"3086",4,1,20,"",1,1,1,"1473905381",""
"3087",16,1,19,"",1,1,1,"1473906402",""
"3088",14,"",5,"",1,1,1,"1473905476",""
"3089",1,"",20,"",1,1,1,"1473902913",""
"3090","",2,29,"",1,1,1,"1473904101",""
"3091",3,"",28,"",1,1,1,"1473906011",""
"3092",1,"",26,"",1,1,1,"1473906044",""
"3093","","",28,"",1,1,1,"1473905609",""
"3094",9,"",9,"",1,1,1,"1473903879",""
"3095",11,"",12,"",1,1,1,"1473901176",""
"3096",18,"",21,"",1,1,1,"1473906264",""
"3098",16,"",27,"",1,1,1,"1473904549",""
"3099",1,"",18,"",1,1,1,"1473902289",""
"3100",16,"",22,1,1,1,1,"1473905777",""
"3101",3,"",24,"",1,1,1,"1473904955",""
"3102",9,2,16,"",1,1,1,"1473901970",""
"3103","",1,26,"",1,1,1,"1473905768",""
"3105",4,1,19,"",1,1,1,"1473904389",""
"3106",16,1,2,"",1,1,1,"1473904657",""
"3107",19,"",20,"",1,1,1,"1473906376",""
"3108",16,1,7,"",1,1,1,"1473906419",""
"3109",24,2,5,"",1,1,1,"1473906048",""
"3110",11,"",16,"",1,1,1,"1473906001",""
"3111",3,"",22,"",1,1,1,"1473905204",""
"3112",15,1,17,"",1,1,1,"1473904896",""
"3113",4,"",23,"",1,1,1,"1473905009",""
"3114",1,"",22,"",1,1,1,"1473906465",""
"3115",16,"",18,"",1,1,1,"1473906257",""
"3116",20,"",15,"",1,1,1,"1473906068",""
"3117",11,"",16,"",1,1,1,"1473905522",""
"3118",10,"",20,"",1,1,1,"1473905571",""
"3119",16,"",29,"",1,1,1,"1473905669",""
"3120",11,"",9,"",1,1,1,"1473906060",""
"3121","","",27,"",1,1,1,"1473891249",""
"3122",29,1,1,"",1,1,1,"1473904096",""
"3123",6,"",21,"",1,1,1,"1473899485",""
"3124",26,1,"","",1,1,1,"1473905873",""
"3125",11,"",12,"",1,1,1,"1473906412",""
"3126",3,"",31,"",1,1,1,"1473904484",""
"3127",6,"",29,"",1,1,1,"1473899770",""
"3128",14,"",9,"",1,1,1,"1473895453",""
"3129",26,1,4,"",1,1,1,"1473905896",""
"3131","","",31,"",1,1,1,"1473904159",""
"3132","","",35,"",1,1,1,"1473901843",""
"3134",1,2,48,"",1,1,1,"1473906276",""
"3135",29,1,11,"",1,1,1,"1473904468",""
"3137",4,"",26,1,1,1,1,"1473905109",true
"3139","","","","",1,"","","0",""
"3140",54,"",1,"",1,1,1,"1473906406",""
"3141",21,2,36,"",1,1,1,"1473906332",""
"3142",13,"",28,"",1,1,1,"1473906362",""
"3143","",3,44,"",1,1,1,"1473906222",true
"3144",11,1,34,"",1,1,1,"1473906522",""
